name,birthcity,birthstate,countryName,LAT,LON,birthyear,gender,occupation,industry,domain
Edward Miliband,London,NA,United Kingdom,51.533333,-0.166667,1969,Male,Politician,Government,Institutions
Kristen Bell,Huntington Woods,MI,United States,42.480556,-83.166944,1980,Female,Actor,Film And Theatre,Arts
Gilbert Arenas,Tampa,FL,United States,NA,NA,1982,Male,Basketball Player,Team Sports,Sports
Andrew Lincoln,London,NA,United Kingdom,51.507222,-0.1275,1973,Male,Actor,Film And Theatre,Arts
Gary Speed,Mancot,NA,United Kingdom,53.191,-3.011,1969,Male,Soccer Player,Team Sports,Sports
Carl Rogers,Chicago,IL,United States,41.883333,-87.8,1902,Male,Psychologist,Social Sciences,Science & Technology
Jermain Defoe,Beckton,NA,United Kingdom,51.5146,0.0673,1982,Male,Soccer Player,Team Sports,Sports
Joseph L. Goldstein,Kingstree,SC,United States,33.671111,-79.828611,1940,Male,Chemist,Natural Sciences,Science & Technology
Paul Robinson,Beverley,NA,United Kingdom,53.845,-0.427,1979,Male,Soccer Player,Team Sports,Sports
Gareth Barry,Hastings,NA,United Kingdom,50.856302,0.572874,1981,Male,Soccer Player,Team Sports,Sports
Freddie Highmore,Camden Town,NA,United Kingdom,51.541,-0.1433,1992,Male,Actor,Film And Theatre,Arts
J. Michael Bishop,York,PA,United States,39.962778,-76.728056,1936,Male,Biologist,Natural Sciences,Science & Technology
George Herbert Mead,South Hadley,MA,United States,42.258333,-72.575,1863,Male,Philosopher,Philosophy,Humanities
Theodore Schultz,Arlington,SD,United States,44.364444,-97.134722,1902,Male,Economist,Social Sciences,Science & Technology
Paul Ince,Ilford,NA,United Kingdom,51.558807,0.085459,1967,Male,Soccer Player,Team Sports,Sports
Scott Parker,Lambeth,NA,United Kingdom,51.4903,-0.1193,1980,Male,Soccer Player,Team Sports,Sports
Gene Hackman,Los Angeles,CA,United States,34.1,-117.3,1930,Male,Actor,Film And Theatre,Arts
Roger Y. Tsien,New York,NY,United States,40.7127,-74.0059,1952,Male,Chemist,Natural Sciences,Science & Technology
Rufus Sewell,Twickenham,NA,United Kingdom,51.4486,-0.3369,1967,Male,Actor,Film And Theatre,Arts
Kieron Dyer,Ipswich,NA,United Kingdom,52.059444,1.155556,1978,Male,Soccer Player,Team Sports,Sports
Glen Johnson,Greenwich,NA,United Kingdom,51.48,0,1984,Male,Soccer Player,Team Sports,Sports
Kathryn Bigelow,San Francisco-Bay Area,CA,United States,37.499167,-122.263333,1951,Female,Film Director,Film And Theatre,Arts
Steve McManaman,Liverpool,NA,United Kingdom,53.4273,-2.9986,1972,Male,Soccer Player,Team Sports,Sports
Cameron Diaz,San Diego,CA,United States,32.715,-117.1625,1972,Female,Actor,Film And Theatre,Arts
Alfred G. Gilman,New Haven,CT,United States,41.31,-72.923611,1941,Male,Chemist,Natural Sciences,Science & Technology
Julia Ormond,Epsom,NA,United Kingdom,51.336,-0.267,1965,Female,Actor,Film And Theatre,Arts
Robert Green,Chertsey,NA,United Kingdom,51.3902,-0.5074,1980,Male,Soccer Player,Team Sports,Sports
Abigail Breslin,New York,NY,United States,40.7127,-74.0059,1996,Female,Actor,Film And Theatre,Arts
Ernest Hemingway,Chicago,IL,United States,41.883333,-87.8,1899,Male,Writer,Language,Humanities
Arthur Penn,Philadelphia,PA,United States,39.95,-75.166667,1922,Male,Film Director,Film And Theatre,Arts
Guy Berryman,Kirkcaldy,NA,United Kingdom,56.11073,-3.16737,1978,Male,Musician,Music,Arts
Scott Carson,Whitehaven,NA,United Kingdom,54.548,-3.5855,1985,Male,Soccer Player,Team Sports,Sports
Richard Bach,Chicago,IL,United States,41.883333,-87.8,1936,Male,Writer,Language,Humanities
Giuseppe Rossi,Teaneck,NJ,United States,40.890317,-74.011478,1987,Male,Soccer Player,Team Sports,Sports
Kieran Richardson,Greenwich,NA,United Kingdom,51.48,0,1984,Male,Soccer Player,Team Sports,Sports
Chris Eagles,Hemel Hempstead,NA,United Kingdom,51.7526,-0.4692,1985,Male,Soccer Player,Team Sports,Sports
Dan Castellaneta,Chicago,IL,United States,41.883333,-87.8,1957,Male,Actor,Film And Theatre,Arts
Alan Hutton,Glasgow,NA,United Kingdom,55.858,-4.259,1984,Male,Soccer Player,Team Sports,Sports
Edwin G. Krebs,Lansing,IA,United States,43.361389,-91.223333,1918,Male,Chemist,Natural Sciences,Science & Technology
Lady Gaga,New York,NY,United States,40.7127,-74.0059,1986,Female,Musician,Music,Arts
T.I.,Atlanta,GA,United States,33.755,-84.39,1980,Male,Singer,Music,Arts
John Robert Schrieffer,Chicago,IL,United States,41.883333,-87.8,1931,Male,Physicist,Natural Sciences,Science & Technology
Thomas Huckle Weller,Ann Arbor,MI,United States,42.281389,-83.748333,1915,Male,Biologist,Natural Sciences,Science & Technology
Dr. Seuss,Springfield,MA,United States,42.112411,-72.547455,1904,Male,Writer,Language,Humanities
Carrie Underwood,Muskogee,OK,United States,35.7466,-95.368,1983,Female,Singer,Music,Arts
Herman Cain,Memphis,TN,United States,35.117365,-89.971068,1945,Male,Businessperson,Business,Business & Law
Alvin E. Roth,New York,NY,United States,40.7127,-74.0059,1951,Male,Economist,Social Sciences,Science & Technology
Robert Duvall,San Diego,CA,United States,32.715,-117.1625,1931,Male,Actor,Film And Theatre,Arts
Liv Tyler,New York,NY,United States,40.7127,-74.0059,1977,Female,Actor,Film And Theatre,Arts
John Legend,Springfield,OH,United States,39.926944,-83.804167,1978,Male,Musician,Music,Arts
Cee-Lo,Atlanta,GA,United States,33.755,-84.39,1974,Male,Singer,Music,Arts
Aiden McGeady,Paisley,NA,United Kingdom,55.846627,-4.423636,1986,Male,Soccer Player,Team Sports,Sports
Greg Cipes,Coral Springs,FL,United States,26.270556,-80.259167,1980,Male,Actor,Film And Theatre,Arts
Dale T. Mortensen,Enterprise,OR,United States,45.424167,-117.276944,1939,Male,Economist,Social Sciences,Science & Technology
Ted Danson,San Diego,CA,United States,32.715,-117.1625,1947,Male,Actor,Film And Theatre,Arts
Holly Marie Combs,San Diego,CA,United States,32.715,-117.1625,1973,Female,Actor,Film And Theatre,Arts
Stan Lee,New York,NY,United States,40.790278,-73.959722,1922,Male,Comic Artist,Design,Arts
Norman Finkelstein,New York,NY,United States,40.692778,-73.990278,1953,Male,Political Scientist,Social Sciences,Science & Technology
Jason Earles,San Diego,CA,United States,32.715,-117.1625,1977,Male,Actor,Film And Theatre,Arts
Paula Abdul,Los Angeles,CA,United States,34.287222,-118.438889,1962,Female,Singer,Music,Arts
Courtney Love,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1964,Female,Singer,Music,Arts
J. D. Salinger,New York,NY,United States,40.7127,-74.0059,1919,Male,Writer,Language,Humanities
Elle Fanning,Conyers,GA,United States,33.666389,-84.0075,1998,Female,Actor,Film And Theatre,Arts
Betty White,Chicago,IL,United States,41.883333,-87.8,1922,Female,Actor,Film And Theatre,Arts
David Tennant,Bathgate,NA,United Kingdom,55.902359,-3.643097,1971,Male,Actor,Film And Theatre,Arts
Robert Edwards,Batley,NA,United Kingdom,53.716,-1.627,1925,Male,Physician,Medicine,Science & Technology
Kirk Hammett,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1962,Male,Musician,Music,Arts
"Catherine, Duchess of Cambridge",Reading,NA,United Kingdom,51.450833,-0.959444,1982,Female,Companion,Companions,Public Figure
Dwight F. Davis,St. Louis,MO,United States,38.627222,-90.197778,1879,Male,Politician,Government,Institutions
Timothy Leary,Springfield,MA,United States,42.112411,-72.547455,1920,Male,Psychologist,Social Sciences,Science & Technology
Richard J. Roberts,Derby,NA,United Kingdom,52.921944,-1.475833,1943,Male,Chemist,Natural Sciences,Science & Technology
Monica Lewinsky,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1973,Female,Celebrity,Media Personality,Public Figure
Edward Norton Lorenz,West Hartford,CT,United States,41.767778,-72.753889,1917,Male,Mathematician,Math,Science & Technology
Zoe Saldana,Passaic,NJ,United States,40.856413,-74.12694,1978,Female,Actor,Film And Theatre,Arts
E. Donnall Thomas,Mart,TX,United States,31.542778,-96.831111,1920,Male,Physician,Medicine,Science & Technology
Alan Alda,New York,NY,United States,40.7127,-74.0059,1936,Male,Actor,Film And Theatre,Arts
Tim Hunt,Neston,NA,United Kingdom,53.289,-3.074,1943,Male,Chemist,Natural Sciences,Science & Technology
Paul Nurse,Norwich,NA,United Kingdom,52.628333,1.296667,1949,Male,Biologist,Natural Sciences,Science & Technology
Martin Evans,Stroud,NA,United Kingdom,51.744,-2.215,1941,Male,Biologist,Natural Sciences,Science & Technology
Timothy D. Cook,Mobile,AL,United States,30.694444,-88.043056000000007,1960,Male,Businessperson,Business,Business & Law
Chloë Sevigny,Springfield,MA,United States,42.112411,-72.547455,1974,Female,Actor,Film And Theatre,Arts
Terrence Malick,Ottawa,IL,United States,41.351111,-88.837778,1943,Male,Film Director,Film And Theatre,Arts
Paul di Resta,Uphall,NA,United Kingdom,55.931,-3.5077,1986,Male,Racecar Driver,Individual Sports,Sports
Andrew Fletcher,Nottingham,NA,United Kingdom,52.95,-1.133333,1961,Male,Musician,Music,Arts
Jermaine Jenas,Nottingham,NA,United Kingdom,52.95,-1.133333,1983,Male,Soccer Player,Team Sports,Sports
Megan Fox,Oak Ridge,TN,United States,36.013333,-84.2625,1986,Female,Actor,Film And Theatre,Arts
Emilia Fox,Hammersmith,NA,United Kingdom,51.4928,-0.2229,1974,Female,Actor,Film And Theatre,Arts
Jay Sean,Harlesden,NA,United Kingdom,51.536,-0.248,1981,Male,Singer,Music,Arts
Brooke Shields,New York,NY,United States,40.790278,-73.959722,1965,Female,Actor,Film And Theatre,Arts
Brandon Routh,Norwalk,IA,United States,41.483333,-93.678611,1979,Male,Actor,Film And Theatre,Arts
Robert Frost,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1874,Male,Writer,Language,Humanities
Frank McCourt,New York,NY,United States,40.692778,-73.990278,1930,Male,Writer,Language,Humanities
Tom Hardy,Hammersmith,NA,United Kingdom,51.4928,-0.2229,1977,Male,Actor,Film And Theatre,Arts
William Randolph Hearst,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1863,Male,Businessperson,Business,Business & Law
Jack London,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1876,Male,Writer,Language,Humanities
Ben Bernanke,Augusta,GA,United States,33.466667,-81.966667,1953,Male,Economist,Social Sciences,Science & Technology
Clint Eastwood,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1930,Male,Actor,Film And Theatre,Arts
Justin Bartha,Fort Lauderdale,FL,United States,26.133333,-80.15,1978,Male,Actor,Film And Theatre,Arts
Terry Crews,Flint,MI,United States,43.01,-83.69,1968,Male,Actor,Film And Theatre,Arts
Danica Patrick,Beloit,WI,United States,42.508333,-89.031667,1982,Female,Racecar Driver,Individual Sports,Sports
Michelle Monaghan,Winthrop,IA,United States,42.4725,-91.735833,1976,Female,Actor,Film And Theatre,Arts
John E. Walker,United Kingdom,NA,United Kingdom,51.5,-0.116667,1941,Male,Chemist,Natural Sciences,Science & Technology
Kurt Russell,Springfield,MA,United States,42.112411,-72.547455,1951,Male,Actor,Film And Theatre,Arts
Raymond Davis Jr.,"Washington, D.C.",NA,United States,NA,NA,1914,Male,Chemist,Natural Sciences,Science & Technology
Jonny Buckland,London,NA,United Kingdom,51.533333,-0.133333,1977,Male,Musician,Music,Arts
Boris Johnson,New York,NY,United States,40.7127,-74.0059,1964,Male,Politician,Government,Institutions
Robert Sean Leonard,Westwood,NJ,United States,40.989032,-74.031872,1969,Male,Actor,Film And Theatre,Arts
Taylor Momsen,St. Louis,MO,United States,38.627222,-90.197778,1993,Female,Actor,Film And Theatre,Arts
Dan Simmons,Peoria,IL,United States,40.720833,-89.609444,1948,Male,Writer,Language,Humanities
Will Champion,Southampton,NA,United Kingdom,50.9,-1.4,1978,Male,Musician,Music,Arts
Eleanor Roosevelt,New York,NY,United States,40.7127,-74.0059,1884,Female,Social Activist,Activism,Public Figure
Alicia Silverstone,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1976,Female,Actor,Film And Theatre,Arts
Richard F. Heck,Springfield,MA,United States,42.112411,-72.547455,1931,Male,Chemist,Natural Sciences,Science & Technology
AnnaSophia Robb,Denver,CO,United States,39.76185,-104.881105,1993,Female,Actor,Film And Theatre,Arts
Russell Brand,Grays,NA,United Kingdom,51.4724,0.3247,1975,Male,Actor,Film And Theatre,Arts
Linda Lovelace,New York,NY,United States,40.8373,-73.886,1949,Female,Pornographic Actor,Media Personality,Public Figure
Richard Pryor,Peoria,IL,United States,40.720833,-89.609444,1940,Male,Actor,Film And Theatre,Arts
Michael Dawson,Northallerton,NA,United Kingdom,54.3378,-1.4285,1983,Male,Soccer Player,Team Sports,Sports
Stanley Rous,Mutford,NA,United Kingdom,51.655,-0.395694,1895,Male,Businessperson,Business,Business & Law
Michele Bachmann,Waterloo,IA,United States,42.492436,-92.346161,1956,Female,Politician,Government,Institutions
Betty Friedan,Peoria,IL,United States,40.720833,-89.609444,1921,Female,Writer,Language,Humanities
Mary Blair,McAlester,OK,United States,34.933056,-95.766389,1911,Female,Artist,Fine Arts,Arts
Mike Epps,Indianapolis,IN,United States,39.791,-86.148,1970,Male,Actor,Film And Theatre,Arts
Floyd Landis,Farmersville,PA,United States,40.1275,-76.165278,1975,Male,Cyclist,Individual Sports,Sports
Channing Tatum,Cullman,AL,United States,34.1775,-86.844722,1980,Male,Actor,Film And Theatre,Arts
Phil Spector,New York,NY,United States,40.8373,-73.886,1940,Male,Producer,Business,Business & Law
Chris Evans,Sudbury,MA,United States,42.383333,-71.416667,1981,Male,Actor,Film And Theatre,Arts
Natalie Wood,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1938,Female,Actor,Film And Theatre,Arts
William Standish Knowles,Taunton,MA,United States,41.9,-71.090278,1917,Male,Chemist,Natural Sciences,Science & Technology
Anna Popplewell,London,NA,United Kingdom,51.507222,-0.1275,1988,Female,Actor,Film And Theatre,Arts
Deron Williams,Parkersburg,WV,United States,39.266111,-81.542222,1984,Male,Basketball Player,Team Sports,Sports
Wentworth Miller,Chipping Norton,NA,United Kingdom,51.94,-1.55,1972,Male,Actor,Film And Theatre,Arts
Chris Hoy,Edinburgh,NA,United Kingdom,55.953056,-3.188889,1976,Male,Athlete,Individual Sports,Sports
Bobby Zamora,Barking,NA,United Kingdom,51.54,0.08,1981,Male,Soccer Player,Team Sports,Sports
Darren Bent,Tooting,NA,United Kingdom,51.428,-0.165,1984,Male,Soccer Player,Team Sports,Sports
Robert McNamara,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1916,Male,Businessperson,Business,Business & Law
Carla Gugino,Sarasota,FL,United States,27.337222,-82.535278,1971,Female,Actor,Film And Theatre,Arts
Mike Mizanin,Parma,OH,United States,41.391944,-81.728611,1980,Male,Wrestler,Individual Sports,Sports
Ne-Yo,Camden,AR,United States,33.570833,-92.835,1982,Male,Singer,Music,Arts
Bear Grylls,Isle of Wight,NA,United Kingdom,50.666667,-1.266667,1974,Male,Presenter,Media Personality,Public Figure
Bernard L. Madoff,New York,NY,United States,40.75,-73.866667,1938,Male,Businessperson,Business,Business & Law
Nicholas Hoult,Wokingham,NA,United Kingdom,51.41,-0.84,1989,Male,Actor,Film And Theatre,Arts
Ashley Tisdale,West Deal,NJ,United States,40.241779,-74.0287492,1985,Female,Actor,Film And Theatre,Arts
Paul Tibbets,Quincy,IL,United States,39.932222,-91.388611,1915,Male,Military Personnel,Military,Institutions
Scarlett Johansson,New York,NY,United States,40.7127,-74.0059,1984,Female,Actor,Film And Theatre,Arts
Kenneth G. Wilson,Boston,MA,United States,42.380596,-71.235005,1936,Male,Physicist,Natural Sciences,Science & Technology
Robert Coleman Richardson,"Washington, D.C.",NA,United States,NA,NA,1937,Male,Physicist,Natural Sciences,Science & Technology
Andre Iguodala,Springfield,IL,United States,39.698333,-89.619722,1984,Male,Basketball Player,Team Sports,Sports
Craig Gordon,Edinburgh,NA,United Kingdom,55.953056,-3.188889,1982,Male,Soccer Player,Team Sports,Sports
Liev Schreiber,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1967,Male,Actor,Film And Theatre,Arts
Alex Pettyfer,Stevenage,NA,United Kingdom,51.9,-0.2,1990,Male,Actor,Film And Theatre,Arts
Benedict Cumberbatch,Hammersmith,NA,United Kingdom,51.4928,-0.2229,1976,Male,Actor,Film And Theatre,Arts
David Duchovny,New York,NY,United States,40.7127,-74.0059,1960,Male,Actor,Film And Theatre,Arts
Geena Davis,Wareham,MA,United States,41.7625,-70.722222,1956,Female,Actor,Film And Theatre,Arts
Ben Foster,Royal Leamington Spa,NA,United Kingdom,52.292,-1.537,1983,Male,Soccer Player,Team Sports,Sports
Oliver Stone,New York,NY,United States,40.7127,-74.0059,1946,Male,Film Director,Film And Theatre,Arts
Oguchi Onyewu,"Washington, D.C.",NA,United States,NA,NA,1982,Male,Soccer Player,Team Sports,Sports
Daniella Monet,Raleigh,NC,United States,35.780556,-78.638889,1989,Female,Actor,Film And Theatre,Arts
Tom Huddlestone,Nottingham,NA,United Kingdom,52.95,-1.133333,1986,Male,Soccer Player,Team Sports,Sports
Mary Elizabeth Winstead,Rocky Mount,NC,United States,35.941667,-77.797222,1984,Female,Actor,Film And Theatre,Arts
Joey Jordison,Des Moines,IA,United States,41.590833,-93.620833,1975,Male,Musician,Music,Arts
Anton Ferdinand,Peckham,NA,United Kingdom,51.4714,-0.0625,1985,Male,Soccer Player,Team Sports,Sports
Leighton Baines,Kirkby,NA,United Kingdom,53.4826,-2.892,1984,Male,Soccer Player,Team Sports,Sports
Sunita Williams,Euclid,OH,United States,41.595556,-81.519167,1965,Female,Astronaut,Explorers,Exploration
Isadora Duncan,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1877,Female,Dancer,Dance,Arts
Dian Fossey,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1932,Female,Biologist,Natural Sciences,Science & Technology
Roy Hodgson,Croydon,NA,United Kingdom,51.3727,-0.1099,1947,Male,Coach,Team Sports,Sports
Jerry Brown,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1938,Male,Politician,Government,Institutions
Aaron Lennon,Leeds,NA,United Kingdom,53.816,-1.531,1987,Male,Soccer Player,Team Sports,Sports
Paul Flory,Sterling,IL,United States,41.796667,-89.693333,1910,Male,Chemist,Natural Sciences,Science & Technology
Justin Long,Fairfield,CT,United States,41.175833,-73.271944,1978,Male,Actor,Film And Theatre,Arts
Ken Anderson,Wisconsin Rapids,WI,United States,44.386667,-89.823056,1976,Male,Wrestler,Individual Sports,Sports
Adewale Akinnuoye-Agbaje,Islington,NA,United Kingdom,51.544,-0.1027,1967,Male,Actor,Film And Theatre,Arts
Gordon Moore,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1929,Male,Businessperson,Business,Business & Law
Michael Carrick,Wallsend,NA,United Kingdom,54.99128,-1.5311,1981,Male,Soccer Player,Team Sports,Sports
Rob Schneider,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1963,Male,Actor,Film And Theatre,Arts
Matt Sydal,St. Louis,MO,United States,38.627222,-90.197778,1983,Male,Wrestler,Individual Sports,Sports
Dominic Purcell,Wallasey,NA,United Kingdom,53.423,-3.065,1970,Male,Actor,Film And Theatre,Arts
Tony Hibbert,Liverpool,NA,United Kingdom,53.4,-3,1981,Male,Soccer Player,Team Sports,Sports
Joe Hart,Shrewsbury,NA,United Kingdom,52.708,-2.754,1987,Male,Soccer Player,Team Sports,Sports
Nigel Reo-Coker,Croydon,NA,United Kingdom,51.3727,-0.1099,1984,Male,Soccer Player,Team Sports,Sports
Steve McClaren,Fulford,NA,United Kingdom,53.938,-1.073,1961,Male,Coach,Team Sports,Sports
Clyde Tombaugh,Streator,IL,United States,41.120833,-88.833889,1906,Male,Astronomer,Natural Sciences,Science & Technology
Olivia Wilde,New York,NY,United States,40.7127,-74.0059,1984,Female,Actor,Film And Theatre,Arts
John Jay,New York,NY,United States,40.7127,-74.0059,1745,Male,Diplomat,Government,Institutions
Jennifer Carpenter,Louisville,KY,United States,38.25,-85.766667,1979,Female,Actor,Film And Theatre,Arts
Luke Young,Harlow,NA,United Kingdom,51.779,0.128,1979,Male,Soccer Player,Team Sports,Sports
Chris Brown,Tappahannock,VA,United States,37.922222,-76.863056,1989,Male,Singer,Music,Arts
John Watts Young,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1930,Male,Astronaut,Explorers,Exploration
Tyson Gay,Lexington,KY,United States,38.029722,-84.494722,1982,Male,Athlete,Individual Sports,Sports
Zachary Levi,Lake Charles,LA,United States,30.214722,-93.208611,1980,Male,Actor,Film And Theatre,Arts
Robert Knepper,Fremont,OH,United States,41.348889,-83.117222,1959,Male,Actor,Film And Theatre,Arts
Adam Johnson,Sunderland,NA,United Kingdom,54.9061,-1.38113,1987,Male,Soccer Player,Team Sports,Sports
Victoria Justice,Hollywood,FL,United States,26.021389,-80.175,1993,Female,Actor,Film And Theatre,Arts
Vera Farmiga,Clifton,NJ,United States,40.862137,-74.160393,1973,Female,Actor,Film And Theatre,Arts
Leon Osman,Higher End,NA,United Kingdom,NA,NA,1981,Male,Soccer Player,Team Sports,Sports
Gore Verbinski,Oak Ridge,TN,United States,36.013333,-84.2625,1964,Male,Film Director,Film And Theatre,Arts
Ronald Reagan,Tampico,IL,United States,41.630556,-89.785278,1911,Male,Politician,Government,Institutions
Luis Alvarez,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1911,Male,Physicist,Natural Sciences,Science & Technology
Josh Radnor,Columbus,OH,United States,39.983333,-82.983333,1974,Male,Actor,Film And Theatre,Arts
T-Pain,Tallahassee,FL,United States,30.455,-84.253333,1985,Male,Singer,Music,Arts
Gary Cahill,Dronfield,NA,United Kingdom,53.3024,-1.4664,1985,Male,Soccer Player,Team Sports,Sports
Zack Snyder,Green Bay,WI,United States,44.513333,-88.015833,1966,Male,Film Director,Film And Theatre,Arts
Jonas Salk,New York,NY,United States,40.7127,-74.0059,1914,Male,Physician,Medicine,Science & Technology
John L. Hall,Denver,CO,United States,39.76185,-104.881105,1934,Male,Physicist,Natural Sciences,Science & Technology
Robert H. Grubbs,Possum Trot,KY,United States,37.005556,-88.430556,1942,Male,Chemist,Natural Sciences,Science & Technology
Richard R. Schrock,Berne,IN,United States,40.658056,-84.954167,1945,Male,Chemist,Natural Sciences,Science & Technology
H. David Politzer,New York,NY,United States,40.7127,-74.0059,1949,Male,Physicist,Natural Sciences,Science & Technology
Edward Mills Purcell,Taylorville,IL,United States,39.540833,-89.288056,1912,Male,Physicist,Natural Sciences,Science & Technology
Joey Barton,Huyton,NA,United Kingdom,53.41,-2.843,1982,Male,Soccer Player,Team Sports,Sports
Abhisit Vejjajiva,Wallsend,NA,United Kingdom,54.99128,-1.5311,1964,Male,Politician,Government,Institutions
Theo Walcott,Stanmore,NA,United Kingdom,51.617,-0.325,1989,Male,Soccer Player,Team Sports,Sports
Joshua A. Norton,Other,NA,United Kingdom,51.507222,-0.1275,1819,Male,Extremist,Outlaws,Public Figure
Sarah Palin,Sandpoint,ID,United States,48.266667,-116.566667,1964,Female,Politician,Government,Institutions
Sam Worthington,Godalming,NA,United Kingdom,51.185,-0.61,1976,Male,Actor,Film And Theatre,Arts
Micah Richards,Birmingham,NA,United Kingdom,52.483056,-1.893611,1988,Male,Soccer Player,Team Sports,Sports
Michael Emerson,Cedar Rapids,IA,United States,41.983056,-91.668611,1954,Male,Actor,Film And Theatre,Arts
Justin Chambers,Springfield,OH,United States,39.926944,-83.804167,1970,Male,Actor,Film And Theatre,Arts
Lana Del Rey,New York,NY,United States,40.7127,-74.0059,1986,Female,Singer,Music,Arts
Darron Gibson,Derry,NA,United Kingdom,54.9958,-7.3074,1987,Male,Soccer Player,Team Sports,Sports
Fraizer Campbell,Huddersfield,NA,United Kingdom,53.645,-1.7798,1987,Male,Soccer Player,Team Sports,Sports
William Moseley,Sheepscombe,NA,United Kingdom,51.8,-2.15,1987,Male,Actor,Film And Theatre,Arts
Josh Hutcherson,Union,KY,United States,38.945278,-84.671944,1992,Male,Actor,Film And Theatre,Arts
Danny Glover,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1946,Male,Actor,Film And Theatre,Arts
Tim Howard,North Brunswick Township,NJ,United States,40.450387,-74.479455,1979,Male,Soccer Player,Team Sports,Sports
Steve Sidwell,Wandsworth,NA,United Kingdom,51.4644,-0.1924,1982,Male,Soccer Player,Team Sports,Sports
Chloë Moretz,Atlanta,GA,United States,33.755,-84.39,1997,Female,Actor,Film And Theatre,Arts
Leighton Meester,Fort Worth,TX,United States,32.757358,-97.333181,1986,Female,Actor,Film And Theatre,Arts
Skandar Keynes,London,NA,United Kingdom,51.533333,-0.166667,1991,Male,Actor,Film And Theatre,Arts
Anthony Blair,Edinburgh,NA,United Kingdom,55.953056,-3.188889,1953,Male,Politician,Government,Institutions
Georgie Henley,Ilkley,NA,United Kingdom,53.925,-1.822,1995,Female,Actor,Film And Theatre,Arts
John Michael Talbot,Oklahoma City,OK,United States,35.482222,-97.535,1954,Male,Musician,Music,Arts
George Bush,New Haven,CT,United States,41.31,-72.923611,1946,Male,Politician,Government,Institutions
Harry S. Truman,Lamar,MO,United States,37.493611,-94.272222,1884,Male,Politician,Government,Institutions
Joleon Lescott,Birmingham,NA,United Kingdom,52.483056,-1.893611,1982,Male,Soccer Player,Team Sports,Sports
Edward Hopper,Lower Hudson Valley,NY,United States,41.0925,-73.9225,1882,Male,Painter,Fine Arts,Arts
Owen Chamberlain,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1920,Male,Physicist,Natural Sciences,Science & Technology
Jordin Sparks,Phoenix,AZ,United States,33.45,-112.066667,1989,Female,Singer,Music,Arts
Ginnifer Goodwin,Memphis,TN,United States,35.117365,-89.971068,1978,Female,Actor,Film And Theatre,Arts
Harold E. Varmus,Long Island,NY,United States,40.636389,-73.6375,1939,Male,Biologist,Natural Sciences,Science & Technology
Hayden Panettiere,Lower Hudson Valley,NY,United States,41.011111,-73.913333,1989,Female,Actor,Film And Theatre,Arts
Maggie Q,Honolulu,HI,United States,21.3,-157.816667,1979,Female,Actor,Film And Theatre,Arts
Jimmy Wales,Huntsville,AL,United States,34.73,-86.585,1966,Male,Inventor,Invention,Science & Technology
Lucas Grabeel,Springfield,MO,United States,37.195,-93.286111,1984,Male,Actor,Film And Theatre,Arts
Marshall Allman,Austin,TX,United States,30.25,-97.75,1984,Male,Actor,Film And Theatre,Arts
Emma Stone,Scottsdale,AZ,United States,33.5,-111.933333,1988,Female,Actor,Film And Theatre,Arts
Jason Kidd,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1973,Male,Basketball Player,Team Sports,Sports
Roger Ebert,Urbana-Champaign,IL,United States,40.109665,-88.204247,1942,Male,Critic,Language,Humanities
Lindsey Vonn,Saint Paul,MN,United States,44.944167,-93.093611,1984,Female,Skier,Individual Sports,Sports
Katie Holmes,Toledo,OH,United States,41.665556,-83.575278,1978,Female,Actor,Film And Theatre,Arts
Mel Gibson,Lower Hudson Valley,NY,United States,41.283333,-73.916667,1956,Male,Actor,Film And Theatre,Arts
Phil Jagielka,Manchester,NA,United Kingdom,53.466667,-2.233333,1982,Male,Soccer Player,Team Sports,Sports
Clifford Geertz,San Francisco-Bay Area,CA,United States,37.783333,-122.416667,1926,Male,Anthropologist,Social Sciences,Science & Technology
Stanley Tucci,Lower Hudson Valley,NY,United States,41.283333,-73.916667,1960,Male,Actor,Film And Theatre,Arts
Suzanne Collins,Hartford,CT,United States,41.762736,-72.674286,1962,Female,Writer,Language,Humanities
Annise Parker,Houston,TX,United States,29.762778,-95.383056,1956,Female,Politician,Government,Institutions
